orig_row,text,n_terms,dominant_topic,topic_0,topic_1,topic_2,topic_3
32415,10 reasons you should never buy this gadget — You won't believe it (Madrid),6,3,0.036,0.4,0.036,0.528
13650,"49 10 priežasčių, kodėl niekada nepirkti šio daikto (New York)",8,2,0.028,0.028,0.915,0.029
33295,57 You won't believe what happened next (Kaunas),4,1,0.05,0.849,0.05,0.051
243,Open-source libraries accelerate machine learning workflows (Paris),8,3,0.028,0.028,0.028,0.916
22868,71 She did X — what happens next will shock you,3,0,0.812,0.063,0.063,0.063
25255,"77 Central bank cuts rates, markets rally on dovish guidance",8,0,0.917,0.028,0.028,0.028
9506,Major security breach affects millions of users worldwide — analysts say (Vilnius),8,0,0.916,0.028,0.028,0.028
43780,30 She did X — what happens next will shock you,3,0,0.812,0.063,0.063,0.063
15462,27 This trick will change your life forever (New York),6,3,0.036,0.036,0.036,0.891
2563,6 You won't believe what happened next,3,1,0.063,0.812,0.063,0.063
37621,"14 10 priežasčių, kodėl niekada nepirkti šio daikto",6,2,0.036,0.036,0.893,0.036
2675,„Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis amid concerns,10,1,0.023,0.71,0.244,0.023
7478,88 Earnings beat expectations as revenue grows in cloud segment,7,0,0.906,0.031,0.031,0.031
19095,38 Transfer rumors suggest a record deal for the young striker as markets react,7,3,0.032,0.031,0.031,0.906
33215,"80 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte — You won't believe it",6,2,0.036,0.322,0.607,0.036
1695,Coach explains new defensive tactics after the game in a surprise move,7,3,0.032,0.032,0.032,0.905
15501,7 Žvaigždė pasirašė daugiametę sutartį su klubu after report,5,1,0.042,0.875,0.042,0.042
454,Top 7 secrets companies don't want you to know (Paris),6,3,0.036,0.036,0.036,0.892
21468,40 Local team wins national championship in overtime po pranešimo,6,1,0.036,0.893,0.036,0.036
34368,29 Local team wins national championship in overtime,6,1,0.036,0.893,0.036,0.036
39148,9 Messi scores a stunning goal in the Champions League match,7,2,0.031,0.031,0.906,0.031
36456,32 Didelė saugumo spraga paveikė milijonus vartotojų,6,0,0.893,0.036,0.036,0.036
38397,59 Messi scores a stunning goal in the Champions League match,7,2,0.031,0.031,0.906,0.031
5197,71 Coach explains new defensive tactics after the game,6,3,0.036,0.036,0.036,0.892
3140,Kaip pagreitinti kompiuterį paprastais triukais (Kaunas),5,1,0.042,0.874,0.042,0.042
12390,Analysts predict record profits for the banking sector po pranešimo,6,0,0.892,0.036,0.036,0.036
203,57 Start-up raises $50 million to scale its AI platform (Paris),7,1,0.032,0.905,0.032,0.032
10367,"60 10 priežasčių, kodėl niekada nepirkti šio daikto — Read more (Madrid)",8,2,0.028,0.028,0.916,0.028
2639,Messi įmušė įspūdingą įvartį Lygų taurėje (Vilnius),7,2,0.032,0.031,0.905,0.031
34110,Coach explains new defensive tactics after the game as markets react (Berlin),7,3,0.031,0.032,0.032,0.905
17668,59 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis,8,1,0.028,0.916,0.028,0.028
6857,62 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą,7,2,0.031,0.031,0.906,0.031
42056,97 Earnings beat expectations as revenue grows in cloud segment dėl rinkos reakcijos,7,0,0.906,0.031,0.031,0.031
30081,38 How to speed up your computer with simple tweaks amid concerns (Kaunas),7,1,0.032,0.635,0.302,0.031
23620,90 This trick will change your life forever — Number 5 is shocking,6,3,0.036,0.036,0.036,0.893
41794,Major security breach affects millions of users worldwide as markets react (New York),9,0,0.922,0.026,0.026,0.026
9464,"Central bank cuts rates, markets rally on dovish guidance (New York)",10,0,0.93,0.023,0.023,0.024
27166,69 Žvaigždė pasirašė daugiametę sutartį su klubu,5,1,0.042,0.875,0.042,0.042
38906,99 Coach explains new defensive tactics after the game,6,3,0.036,0.036,0.036,0.892
14985,Star player signs a multi-year contract with club amid concerns,9,3,0.025,0.025,0.225,0.725
8160,Open-source libraries accelerate machine learning workflows — analysts say,7,3,0.031,0.031,0.031,0.906
11263,73 10 reasons you should never buy this gadget,3,3,0.063,0.063,0.063,0.812
35030,84 Treneris aiškino naują gynybos taktiką po rungtynių (Berlin),7,0,0.904,0.033,0.032,0.032
33527,98 Didelė saugumo spraga paveikė milijonus vartotojų,6,0,0.893,0.036,0.036,0.036
1607,47 Šis triukas pakeis jūsų gyvenimą amžiams,5,3,0.042,0.042,0.042,0.875
11931,3 This trick will change your life forever,4,3,0.05,0.05,0.05,0.85
17243,Kaip pagreitinti kompiuterį paprastais triukais dėl rinkos reakcijos (Berlin),5,1,0.042,0.874,0.042,0.042
1624,„Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis in a surprise move (Berlin),10,1,0.023,0.93,0.024,0.023
11518,58 Local team wins national championship in overtime dėl rinkos reakcijos,6,1,0.036,0.893,0.036,0.036
34595,12 Earnings beat expectations as revenue grows in cloud segment,7,0,0.906,0.031,0.031,0.031
66,Messi įmušė įspūdingą įvartį Lygų taurėje,6,2,0.036,0.036,0.893,0.036
3734,How to speed up your computer with simple tweaks (Madrid),5,1,0.042,0.874,0.042,0.042
13363,19 Apple unveils a new iPhone with advanced camera and AI features as markets react,8,2,0.028,0.029,0.915,0.028
7082,40 Messi scores a stunning goal in the Champions League match (Paris),8,2,0.028,0.028,0.916,0.028
4576,78 Didelė saugumo spraga paveikė milijonus vartotojų,6,0,0.893,0.036,0.036,0.036
31465,"83 Negalėsite patikėti, kas įvyko toliau",4,2,0.051,0.05,0.849,0.05
26686,70 Top 7 secrets companies don't want you to know,5,3,0.042,0.042,0.042,0.875
21479,„Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis analitikų teigimu (Vilnius),9,1,0.026,0.924,0.026,0.025
30808,39 Analysts predict record profits for the banking sector,6,0,0.892,0.036,0.036,0.036
9368,"Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte — Read more (London)",6,2,0.037,0.036,0.89,0.037
1298,20 Investors hedge inflation risk using index-linked bonds,8,2,0.028,0.028,0.917,0.028
40925,75 You won't believe what happened next — You won't believe it,5,1,0.042,0.875,0.042,0.042
1429,50 Šis triukas pakeis jūsų gyvenimą amžiams,5,3,0.042,0.042,0.042,0.875
39164,65 10 reasons you should never buy this gadget,3,3,0.063,0.063,0.063,0.812
15450,Coach explains new defensive tactics after the game analitikų teigimu (New York),8,3,0.028,0.028,0.028,0.916
39062,36 This trick will change your life forever,4,3,0.05,0.05,0.05,0.85
31764,82 Earnings beat expectations as revenue grows in cloud segment,7,0,0.906,0.031,0.031,0.031
1694,Startuolis pritraukė 50 mln. USD DI platformos plėtrai in a surprise move,8,3,0.028,0.028,0.028,0.916
17888,"Ji padarė X — kas nutiks toliau, pribloškia — Find out why (London)",6,0,0.892,0.036,0.036,0.036
8692,39 Top 7 secrets companies don't want you to know,5,3,0.042,0.042,0.042,0.875
18427,"93 Central bank cuts rates, markets rally on dovish guidance",8,0,0.917,0.028,0.028,0.028
15557,27 Analysts predict record profits for the banking sector analitikų teigimu,6,0,0.892,0.036,0.036,0.036
9540,This trick will change your life forever — Number 5 is shocking (New York),8,3,0.028,0.028,0.028,0.916
236,Investors hedge inflation risk using index-linked bonds analitikų teigimu,8,2,0.028,0.028,0.917,0.028
21805,Earnings beat expectations as revenue grows in cloud segment po pranešimo (Vilnius),8,0,0.916,0.028,0.028,0.028
48144,87 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus (London),8,0,0.916,0.028,0.028,0.028
15907,41 You won't believe what happened next,3,1,0.063,0.812,0.063,0.063
41147,55 Analysts predict record profits for the banking sector,6,0,0.892,0.036,0.036,0.036
7509,52 Apple unveils a new iPhone with advanced camera and AI features,8,2,0.028,0.029,0.915,0.028
8215,51 Transfer rumors suggest a record deal for the young striker,7,3,0.032,0.031,0.031,0.906
28292,19 Messi scores a stunning goal in the Champions League match,7,2,0.031,0.031,0.906,0.031
3541,Startuolis pritraukė 50 mln. USD DI platformos plėtrai in a surprise move (New York),10,3,0.023,0.023,0.023,0.931
2462,Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose dėl rinkos reakcijos,6,0,0.893,0.036,0.036,0.036
44877,This trick will change your life forever — Find out why (New York),6,3,0.036,0.036,0.036,0.891
48970,"92 10 priežasčių, kodėl niekada nepirkti šio daikto",6,2,0.036,0.036,0.893,0.036
11651,49 You won't believe what happened next (Kaunas),4,1,0.05,0.849,0.05,0.051
1015,Treneris aiškino naują gynybos taktiką po rungtynių dėl rinkos reakcijos (New York),8,0,0.913,0.029,0.029,0.029
1204,19 Major security breach affects millions of users worldwide,7,0,0.906,0.031,0.031,0.031
1725,Didelė saugumo spraga paveikė milijonus vartotojų analitikų teigimu,6,0,0.893,0.036,0.036,0.036
36541,52 Earnings beat expectations as revenue grows in cloud segment (Vilnius),8,0,0.916,0.028,0.028,0.028
4908,8 Earnings beat expectations as revenue grows in cloud segment,7,0,0.906,0.031,0.031,0.031
33310,4 She did X — what happens next will shock you — Read more,4,0,0.847,0.051,0.051,0.051
43965,68 Messi scores a stunning goal in the Champions League match (Vilnius),8,2,0.028,0.028,0.916,0.028
18911,28 Top 7 secrets companies don't want you to know,5,3,0.042,0.042,0.042,0.875
5579,30 Didelė saugumo spraga paveikė milijonus vartotojų,6,0,0.893,0.036,0.036,0.036
2995,59 This trick will change your life forever,4,3,0.05,0.05,0.05,0.85
13312,36 Žvaigždė pasirašė daugiametę sutartį su klubu,5,1,0.042,0.875,0.042,0.042
12155,37 You won't believe what happened next,3,1,0.063,0.812,0.063,0.063
9705,70 You won't believe what happened next (Vilnius),4,1,0.053,0.846,0.051,0.05
46927,76 She did X — what happens next will shock you (Paris),4,0,0.848,0.051,0.051,0.051
26006,76 You won't believe what happened next,3,1,0.063,0.812,0.063,0.063
566,Start-up raises $50 million to scale its AI platform (London),7,1,0.032,0.905,0.032,0.032
30179,2 Open-source libraries accelerate machine learning workflows,7,3,0.031,0.031,0.031,0.906
916,Investors hedge inflation risk using index-linked bonds amid concerns,10,2,0.023,0.023,0.932,0.023
43255,63 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.893,0.036,0.036,0.036
6217,72 Earnings beat expectations as revenue grows in cloud segment,7,0,0.906,0.031,0.031,0.031
1752,Open-source libraries accelerate machine learning workflows amid concerns,9,3,0.025,0.025,0.225,0.725
8154,59 Stock market falls amid inflation concerns po pranešimo (Berlin),7,2,0.031,0.032,0.905,0.031
49770,49 You won't believe what happened next (New York),5,1,0.042,0.871,0.043,0.044
29396,"100 Central bank cuts rates, markets rally on dovish guidance",8,0,0.917,0.028,0.028,0.028
306,Stock market falls amid inflation concerns (London),7,2,0.032,0.032,0.905,0.032
41139,34 Investors hedge inflation risk using index-linked bonds,8,2,0.028,0.028,0.917,0.028
38126,57 You won't believe what happened next (Paris),4,1,0.051,0.847,0.051,0.051
12643,86 Šis triukas pakeis jūsų gyvenimą amžiams — Find out why (London),6,3,0.036,0.036,0.036,0.892
8323,76 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,0,0.906,0.031,0.031,0.031
45030,68 Žvaigždė pasirašė daugiametę sutartį su klubu po pranešimo,5,1,0.042,0.875,0.042,0.042
11379,"27 10 priežasčių, kodėl niekada nepirkti šio daikto",6,2,0.036,0.036,0.893,0.036
23751,46 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis,8,1,0.028,0.916,0.028,0.028
33,This trick will change your life forever,4,3,0.05,0.05,0.05,0.85
5144,Local team wins national championship in overtime analitikų teigimu,6,1,0.036,0.893,0.036,0.036
31237,50 Top 7 secrets companies don't want you to know,5,3,0.042,0.042,0.042,0.875
49727,Coach explains new defensive tactics after the game amid concerns (London),9,3,0.025,0.025,0.26,0.689
37925,93 Local team wins national championship in overtime,6,1,0.036,0.893,0.036,0.036
3211,23 Coach explains new defensive tactics after the game,6,3,0.036,0.036,0.036,0.892
26065,74 Didelė saugumo spraga paveikė milijonus vartotojų,6,0,0.893,0.036,0.036,0.036
26496,2 Coach explains new defensive tactics after the game,6,3,0.036,0.036,0.036,0.892
4999,26 Local team wins national championship in overtime analitikų teigimu,6,1,0.036,0.893,0.036,0.036
22404,"82 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte — Number 5 is shocking",6,2,0.036,0.036,0.607,0.321
46409,94 Open-source libraries accelerate machine learning workflows,7,3,0.031,0.031,0.031,0.906
29329,13 Local team wins national championship in overtime,6,1,0.036,0.893,0.036,0.036
3547,78 Star player signs a multi-year contract with club in a surprise move,8,3,0.028,0.028,0.028,0.916
20589,"31 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte",4,2,0.05,0.05,0.85,0.05
48348,74 This trick will change your life forever — Number 5 is shocking,6,3,0.036,0.036,0.036,0.893
14065,This trick will change your life forever — Find out why (London),5,3,0.042,0.042,0.042,0.874
17815,82 Analysts predict record profits for the banking sector,6,0,0.892,0.036,0.036,0.036
44621,52 This trick will change your life forever (Paris),5,3,0.042,0.042,0.042,0.874
2209,Coach explains new defensive tactics after the game dėl rinkos reakcijos (London),7,3,0.032,0.032,0.032,0.905
12903,63 Investors hedge inflation risk using index-linked bonds,8,2,0.028,0.028,0.917,0.028
4144,Messi scores a stunning goal in the Champions League match analitikų teigimu (Madrid),8,2,0.028,0.028,0.916,0.028
21587,58 You won't believe what happened next (Berlin),4,1,0.05,0.848,0.051,0.051
42884,Treneris aiškino naują gynybos taktiką po rungtynių — analysts say (Kaunas),7,0,0.905,0.032,0.031,0.032
49014,94 Earnings beat expectations as revenue grows in cloud segment,7,0,0.906,0.031,0.031,0.031
14298,Messi įmušė įspūdingą įvartį Lygų taurėje po pranešimo (New York),8,2,0.028,0.028,0.915,0.029
41312,9 Žvaigždė pasirašė daugiametę sutartį su klubu (Paris),6,1,0.036,0.892,0.036,0.036
26377,14 Start-up raises $50 million to scale its AI platform (Paris),7,1,0.032,0.905,0.032,0.032
3070,Šis triukas pakeis jūsų gyvenimą amžiams — You won't believe it (New York),9,3,0.025,0.265,0.025,0.684
30040,66 Treneris aiškino naują gynybos taktiką po rungtynių dėl rinkos reakcijos,6,0,0.892,0.036,0.036,0.036
2227,Didelė saugumo spraga paveikė milijonus vartotojų as markets react,6,0,0.893,0.036,0.036,0.036
718,Treneris aiškino naują gynybos taktiką po rungtynių — analysts say,6,0,0.892,0.036,0.036,0.036
36168,79 Apple unveils a new iPhone with advanced camera and AI features analitikų teigimu,8,2,0.028,0.029,0.915,0.028
5232,33 Coach explains new defensive tactics after the game,6,3,0.036,0.036,0.036,0.892
8380,95 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.893,0.036,0.036,0.036
9679,2 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą,7,2,0.031,0.031,0.906,0.031
103,She did X — what happens next will shock you (Berlin),4,0,0.843,0.053,0.052,0.052
653,Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose (Paris),7,0,0.905,0.032,0.031,0.032
45835,56 This trick will change your life forever (London),5,3,0.042,0.042,0.042,0.874
7336,81 Major security breach affects millions of users worldwide,7,0,0.906,0.031,0.031,0.031
10589,Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose in a surprise move (Vilnius),8,0,0.916,0.028,0.028,0.028
11328,25 Messi įmušė įspūdingą įvartį Lygų taurėje (London),7,2,0.032,0.032,0.905,0.032
20224,Messi scores a stunning goal in the Champions League match amid concerns (London),10,2,0.023,0.023,0.931,0.023
19620,87 She did X — what happens next will shock you,3,0,0.812,0.063,0.063,0.063
9211,45 Open-source libraries accelerate machine learning workflows,7,3,0.031,0.031,0.031,0.906
5278,Apple unveils a new iPhone with advanced camera and AI features in a surprise move,9,2,0.025,0.026,0.924,0.025
3960,67 Stock market falls amid inflation concerns,6,2,0.036,0.036,0.893,0.036
38195,Start-up raises $50 million to scale its AI platform as markets react (Berlin),7,1,0.031,0.905,0.032,0.031
119,63 This trick will change your life forever,4,3,0.05,0.05,0.05,0.85
49953,Stock market falls amid inflation concerns analitikų teigimu (New York),8,2,0.028,0.028,0.915,0.029
6838,Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus (Paris),8,0,0.916,0.028,0.028,0.028
24068,76 10 reasons you should never buy this gadget,3,3,0.063,0.063,0.063,0.812
33328,"Central bank cuts rates, markets rally on dovish guidance in a surprise move (Vilnius)",10,0,0.931,0.023,0.023,0.023
13032,44 Earnings beat expectations as revenue grows in cloud segment,7,0,0.906,0.031,0.031,0.031
37136,Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus analitikų teigimu (New York),9,0,0.922,0.026,0.026,0.026
40792,28 Stock market falls amid inflation concerns,6,2,0.036,0.036,0.893,0.036
43128,82 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus (Kaunas),8,0,0.916,0.028,0.028,0.028
9887,38 Analysts predict record profits for the banking sector,6,0,0.892,0.036,0.036,0.036
34571,"74 10 priežasčių, kodėl niekada nepirkti šio daikto",6,2,0.036,0.036,0.893,0.036
73,Didelė saugumo spraga paveikė milijonus vartotojų,6,0,0.893,0.036,0.036,0.036
8850,6 Investors hedge inflation risk using index-linked bonds (Vilnius),9,2,0.025,0.025,0.924,0.025
6918,"74 Central bank cuts rates, markets rally on dovish guidance",8,0,0.917,0.028,0.028,0.028
36629,"46 Central bank cuts rates, markets rally on dovish guidance",8,0,0.917,0.028,0.028,0.028
5375,Major security breach affects millions of users worldwide (New York),9,0,0.922,0.026,0.026,0.026
19553,39 Treneris aiškino naują gynybos taktiką po rungtynių (Kaunas),7,0,0.905,0.032,0.031,0.032
30927,30 Apple unveils a new iPhone with advanced camera and AI features in a surprise move,9,2,0.025,0.026,0.924,0.025
45581,7 Star player signs a multi-year contract with club (Paris),8,3,0.028,0.028,0.028,0.916
42733,"34 Central bank cuts rates, markets rally on dovish guidance",8,0,0.917,0.028,0.028,0.028
35641,34 Kaip pagreitinti kompiuterį paprastais triukais (Paris),5,1,0.042,0.873,0.042,0.042
38003,16 Apple unveils a new iPhone with advanced camera and AI features (London),9,2,0.025,0.026,0.923,0.026
13471,96 Top 7 secrets companies don't want you to know,5,3,0.042,0.042,0.042,0.875
6302,"92 Negalėsite patikėti, kas įvyko toliau — Find out why",4,2,0.051,0.05,0.849,0.05
39241,Kaip pagreitinti kompiuterį paprastais triukais as markets react (Vilnius),5,1,0.044,0.872,0.042,0.042
12350,67 Žvaigždė pasirašė daugiametę sutartį su klubu after report,5,1,0.042,0.875,0.042,0.042
31312,13 Coach explains new defensive tactics after the game,6,3,0.036,0.036,0.036,0.892
6069,45 Didelė saugumo spraga paveikė milijonus vartotojų,6,0,0.893,0.036,0.036,0.036
3839,80 How to speed up your computer with simple tweaks,4,1,0.05,0.85,0.05,0.05
5510,17 Investors hedge inflation risk using index-linked bonds analitikų teigimu,8,2,0.028,0.028,0.917,0.028
24039,99 Transfer rumors suggest a record deal for the young striker,7,3,0.032,0.031,0.031,0.906
3739,57 Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,3,0.031,0.032,0.031,0.906
27595,81 10 reasons you should never buy this gadget,3,3,0.063,0.063,0.063,0.812
2160,28 This trick will change your life forever (Kaunas),5,3,0.042,0.043,0.042,0.873
26287,"48 Negalėsite patikėti, kas įvyko toliau",4,2,0.051,0.05,0.849,0.05
365,28 Local team wins national championship in overtime,6,1,0.036,0.893,0.036,0.036
11964,27 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose (Vilnius),7,0,0.906,0.031,0.031,0.031
23210,"57 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte — Find out why (Paris)",5,2,0.042,0.042,0.872,0.043
20448,89 Stock market falls amid inflation concerns,6,2,0.036,0.036,0.893,0.036
34547,44 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis (Berlin),9,1,0.025,0.924,0.026,0.025
10935,This trick will change your life forever — Find out why (Madrid),5,3,0.042,0.043,0.042,0.873
6078,"Negalėsite patikėti, kas įvyko toliau — Find out why (Paris)",5,2,0.043,0.042,0.872,0.043
13329,43 Treneris aiškino naują gynybos taktiką po rungtynių (London),7,0,0.905,0.032,0.031,0.032
9104,56 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą dėl rinkos reakcijos,7,2,0.031,0.031,0.906,0.031
32745,67 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis,8,1,0.028,0.916,0.028,0.028
18868,88 Open-source libraries accelerate machine learning workflows (Paris),8,3,0.028,0.028,0.028,0.916
26766,79 You won't believe what happened next (London),4,1,0.051,0.847,0.051,0.051
29366,"55 Ji padarė X — kas nutiks toliau, pribloškia — You won't believe it (Paris)",8,0,0.665,0.279,0.028,0.028
38922,14 10 reasons you should never buy this gadget,3,3,0.063,0.063,0.063,0.812
621,Žvaigždė pasirašė daugiametę sutartį su klubu po pranešimo,5,1,0.042,0.875,0.042,0.042
21843,53 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis (Paris),9,1,0.025,0.924,0.025,0.025
20977,82 Top 7 secrets companies don't want you to know,5,3,0.042,0.042,0.042,0.875
32578,Stock market falls amid inflation concerns as markets react (Berlin),7,2,0.031,0.032,0.905,0.031
43459,79 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose (Vilnius),7,0,0.906,0.031,0.031,0.031
13137,59 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus amid concerns,9,0,0.921,0.025,0.029,0.025
23700,80 Messi įmušė įspūdingą įvartį Lygų taurėje (Paris),7,2,0.032,0.032,0.905,0.032
9409,"29 10 priežasčių, kodėl niekada nepirkti šio daikto — Read more",7,2,0.031,0.031,0.906,0.031
4959,37 Stock market falls amid inflation concerns amid concerns (Berlin),9,2,0.025,0.025,0.924,0.025
18330,"89 Negalėsite patikėti, kas įvyko toliau — Find out why",4,2,0.051,0.05,0.849,0.05
1849,18 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,0,0.906,0.031,0.031,0.031
1373,"Central bank cuts rates, markets rally on dovish guidance (Madrid)",9,0,0.924,0.025,0.025,0.025
8193,75 Start-up raises $50 million to scale its AI platform,6,1,0.036,0.893,0.036,0.036
48215,64 10 reasons you should never buy this gadget (Vilnius),4,3,0.246,0.051,0.052,0.651
8941,"12 Central bank cuts rates, markets rally on dovish guidance",8,0,0.917,0.028,0.028,0.028
10970,82 Messi įmušė įspūdingą įvartį Lygų taurėje,6,2,0.036,0.036,0.893,0.036
33095,43 Open-source libraries accelerate machine learning workflows,7,3,0.031,0.031,0.031,0.906
19,Start-up raises $50 million to scale its AI platform (Madrid),7,1,0.031,0.905,0.032,0.031
20772,Earnings beat expectations as revenue grows in cloud segment amid concerns (Kaunas),10,0,0.928,0.023,0.026,0.023
3169,57 Investors hedge inflation risk using index-linked bonds,8,2,0.028,0.028,0.917,0.028
13576,54 Investors hedge inflation risk using index-linked bonds,8,2,0.028,0.028,0.917,0.028
13955,66 Open-source libraries accelerate machine learning workflows,7,3,0.031,0.031,0.031,0.906
7798,Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą as markets react (Madrid),8,2,0.028,0.028,0.916,0.028
8443,69 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą,7,2,0.031,0.031,0.906,0.031
1198,Local team wins national championship in overtime po pranešimo,6,1,0.036,0.893,0.036,0.036
643,Kaip pagreitinti kompiuterį paprastais triukais (Madrid),5,1,0.042,0.874,0.042,0.042
29330,84 How to speed up your computer with simple tweaks,4,1,0.05,0.85,0.05,0.05
6366,Šis triukas pakeis jūsų gyvenimą amžiams (Madrid),6,3,0.036,0.036,0.036,0.891
7098,70 She did X — what happens next will shock you,3,0,0.812,0.063,0.063,0.063
4596,88 Coach explains new defensive tactics after the game,6,3,0.036,0.036,0.036,0.892
3740,Šis triukas pakeis jūsų gyvenimą amžiams — Find out why (New York),7,3,0.031,0.032,0.032,0.905
24754,"20 Central bank cuts rates, markets rally on dovish guidance",8,0,0.917,0.028,0.028,0.028
44100,63 Transfer rumors suggest a record deal for the young striker po pranešimo,7,3,0.032,0.031,0.031,0.906
41797,Kaip pagreitinti kompiuterį paprastais triukais amid concerns (Kaunas),7,1,0.032,0.635,0.302,0.031
24037,31 Šis triukas pakeis jūsų gyvenimą amžiams (London),6,3,0.036,0.036,0.036,0.892
2938,"Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte (New York)",6,2,0.036,0.037,0.89,0.037
19902,"19 10 priežasčių, kodėl niekada nepirkti šio daikto — You won't believe it",8,2,0.028,0.25,0.694,0.028
26966,47 How to speed up your computer with simple tweaks,4,1,0.05,0.85,0.05,0.05
39129,"Central bank cuts rates, markets rally on dovish guidance amid concerns (Madrid)",11,0,0.935,0.021,0.023,0.021
27034,69 Top 7 secrets companies don't want you to know,5,3,0.042,0.042,0.042,0.875
32645,12 This trick will change your life forever,4,3,0.05,0.05,0.05,0.85
27903,17 Start-up raises $50 million to scale its AI platform,6,1,0.036,0.893,0.036,0.036
25734,Startuolis pritraukė 50 mln. USD DI platformos plėtrai analitikų teigimu (Paris),8,3,0.028,0.028,0.028,0.916
18078,Major security breach affects millions of users worldwide analitikų teigimu (Madrid),8,0,0.916,0.028,0.028,0.028
11153,90 Top 7 secrets companies don't want you to know (Kaunas),6,3,0.036,0.036,0.036,0.892
29762,"96 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte (London)",5,2,0.043,0.042,0.872,0.043
3668,11 Messi scores a stunning goal in the Champions League match,7,2,0.031,0.031,0.906,0.031
39488,69 Transfer rumors suggest a record deal for the young striker,7,3,0.032,0.031,0.031,0.906
29264,Šis triukas pakeis jūsų gyvenimą amžiams — Number 5 is shocking (Madrid),8,3,0.028,0.028,0.028,0.916
80,Start-up raises $50 million to scale its AI platform,6,1,0.036,0.893,0.036,0.036
2246,2 Messi įmušė įspūdingą įvartį Lygų taurėje,6,2,0.036,0.036,0.893,0.036
43458,41 Kaip pagreitinti kompiuterį paprastais triukais,4,1,0.05,0.85,0.05,0.05
30382,"10 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte",4,2,0.05,0.05,0.85,0.05
1876,32 Šis triukas pakeis jūsų gyvenimą amžiams — Find out why,5,3,0.042,0.042,0.042,0.875
25056,52 Stock market falls amid inflation concerns after report,6,2,0.036,0.036,0.893,0.036
17571,How to speed up your computer with simple tweaks amid concerns (Vilnius),7,1,0.032,0.606,0.331,0.031
1518,Apple unveils a new iPhone with advanced camera and AI features amid concerns,10,2,0.023,0.023,0.931,0.023
33605,75 How to speed up your computer with simple tweaks,4,1,0.05,0.85,0.05,0.05
38673,66 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą dėl rinkos reakcijos,7,2,0.031,0.031,0.906,0.031
48621,41 She did X — what happens next will shock you,3,0,0.812,0.063,0.063,0.063
6693,Star player signs a multi-year contract with club dėl rinkos reakcijos (New York),9,3,0.025,0.025,0.025,0.924
8784,99 Top 7 secrets companies don't want you to know,5,3,0.042,0.042,0.042,0.875
41786,7 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis,8,1,0.028,0.916,0.028,0.028
26342,15 Apple unveils a new iPhone with advanced camera and AI features (Paris),9,2,0.025,0.026,0.923,0.026
45645,68 Stock market falls amid inflation concerns dėl rinkos reakcijos,6,2,0.036,0.036,0.893,0.036
42975,11 Didelė saugumo spraga paveikė milijonus vartotojų dėl rinkos reakcijos (Vilnius),7,0,0.906,0.031,0.031,0.031
46906,23 This trick will change your life forever (Paris),5,3,0.042,0.042,0.042,0.874
41077,83 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,0,0.906,0.031,0.031,0.031
264,71 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis,8,1,0.028,0.916,0.028,0.028
8729,3 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą,7,2,0.031,0.031,0.906,0.031
